src,dst,path_idx,path_hops,demand_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
0,19,2,q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,1506.4139,62377500,62373000,4500,0.01
0,19,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,1506.4139,18891000,18889500,1500,0.01
0,21,1,q_r1_r5 | q_r5_r19 | q_r19_r22,0.6048,45000,43500,1500,3.33
0,21,2,q_r1_r3 | q_r3_r7 | q_r7_r22,0.6048,106500,105000,1500,1.41
1,0,1,q_r2_r7 | q_r7_r3 | q_r3_r1,11.3804,2010000,2010000,0,0.00
1,0,2,q_r2_r7 | q_r7_r5 | q_r5_r1,11.3804,834000,834000,0,0.00
1,2,0,q_r2_r7 | q_r7_r3,4.5906,1125000,1125000,0,0.00
1,2,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r3,4.5906,22500,22500,0,0.00
1,3,1,q_r2_r7 | q_r7_r5 | q_r5_r4,0.3089,75000,75000,0,0.00
1,4,0,q_r2_r15 | q_r15_r5,23.7470,201000,201000,0,0.00
1,4,1,q_r2_r7 | q_r7_r5,23.7470,5736000,5736000,0,0.00
1,5,0,q_r2_r7 | q_r7_r6,0.5106,67500,67500,0,0.00
1,5,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r6,0.5106,61500,61500,0,0.00
1,6,0,q_r2_r7,19.1003,4441500,4441500,0,0.00
1,6,2,q_r2_r15 | q_r15_r5 | q_r5_r7,19.1003,312000,312000,0,0.00
1,6,3,q_r2_r15 | q_r15_r22 | q_r22_r7,19.1003,22500,22500,0,0.00
1,9,0,q_r2_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,86.7939,13500,12000,1500,11.11
1,9,1,q_r2_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,86.7939,14964000,14964000,0,0.00
1,9,2,q_r2_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,86.7939,6723000,6723000,0,0.00
1,10,1,q_r2_r7 | q_r7_r22 | q_r22_r11,0.0538,4500,4500,0,0.00
1,10,2,q_r2_r15 | q_r15_r22 | q_r22_r11,0.0538,4500,4500,0,0.00
1,10,3,q_r2_r7 | q_r7_r5 | q_r5_r11,0.0538,7500,7500,0,0.00
1,11,0,q_r2_r15 | q_r15_r12,0.4574,54000,18000,36000,66.67
1,11,1,q_r2_r7 | q_r7_r22 | q_r22_r15 | q_r15_r12,0.4574,6000,1500,4500,75.00
1,11,2,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r12,0.4574,31500,7500,24000,76.19
1,11,3,q_r2_r7 | q_r7_r3 | q_r3_r13 | q_r13_r12,0.4574,25500,1500,24000,94.12
1,12,1,q_r2_r7 | q_r7_r3 | q_r3_r13,0.0214,6000,6000,0,0.00
1,13,0,q_r2_r14,0.2654,9000,9000,0,0.00
1,13,1,q_r2_r7 | q_r7_r14,0.2654,39000,39000,0,0.00
1,13,2,q_r2_r15 | q_r15_r5 | q_r5_r7 | q_r7_r14,0.2654,21000,21000,0,0.00
1,14,0,q_r2_r15,7.7459,1932000,1932000,0,0.00
1,14,2,q_r2_r7 | q_r7_r5 | q_r5_r15,7.7459,4500,3000,1500,33.33
1,15,0,q_r2_r15 | q_r15_r22 | q_r22_r16,3.7371,342000,342000,0,0.00
1,15,1,q_r2_r7 | q_r7_r22 | q_r22_r16,3.7371,594000,592500,1500,0.25
1,16,0,q_r2_r15 | q_r15_r5 | q_r5_r19 | q_r19_r17,40.2151,811500,811500,0,0.00
1,16,1,q_r2_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,40.2151,7539000,7536000,3000,0.04
1,16,2,q_r2_r15 | q_r15_r22 | q_r22_r19 | q_r19_r17,40.2151,1501500,1501500,0,0.00
1,16,3,q_r2_r7 | q_r7_r5 | q_r5_r19 | q_r19_r17,40.2151,205500,204000,1500,0.73
1,17,0,q_r2_r15 | q_r15_r22 | q_r22_r18,8.5402,315000,315000,0,0.00
1,17,1,q_r2_r7 | q_r7_r22 | q_r22_r18,8.5402,987000,985500,1500,0.15
1,17,2,q_r2_r7 | q_r7_r6 | q_r6_r18,8.5402,835500,834000,1500,0.18
1,18,0,q_r2_r15 | q_r15_r5 | q_r5_r19,157.8202,1513500,1512000,1500,0.10
1,18,1,q_r2_r7 | q_r7_r22 | q_r22_r19,157.8202,9000000,8998500,1500,0.02
1,18,2,q_r2_r15 | q_r15_r22 | q_r22_r19,157.8202,8874000,8872500,1500,0.02
1,18,3,q_r2_r7 | q_r7_r5 | q_r5_r19,157.8202,20070000,20068500,1500,0.01
1,21,0,q_r2_r15 | q_r15_r22,1.8493,126000,124500,1500,1.19
1,21,1,q_r2_r7 | q_r7_r22,1.8493,339000,337500,1500,0.44
2,0,0,q_r3_r1,5422.9394,712125000,712116000,9000,0.00
2,0,1,q_r3_r13 | q_r13_r5 | q_r5_r1,5422.9394,257557500,257553000,4500,0.00
2,0,2,q_r3_r7 | q_r7_r5 | q_r5_r1,5422.9394,363556500,363550500,6000,0.00
2,0,3,q_r3_r13 | q_r13_r8 | q_r8_r5 | q_r5_r1,5422.9394,22500000,22498500,1500,0.01
2,1,0,q_r3_r7 | q_r7_r2,3.1297,400500,400500,0,0.00
2,1,2,q_r3_r13 | q_r13_r12 | q_r12_r15 | q_r15_r2,3.1297,21000,3000,18000,85.71
2,1,3,q_r3_r7 | q_r7_r22 | q_r22_r15 | q_r15_r2,3.1297,363000,361500,1500,0.41
2,3,0,q_r3_r13 | q_r13_r5 | q_r5_r4,1.2277,54000,54000,0,0.00
2,3,1,q_r3_r7 | q_r7_r5 | q_r5_r4,1.2277,97500,97500,0,0.00
2,3,2,q_r3_r1 | q_r1_r5 | q_r5_r4,1.2277,154500,154500,0,0.00
2,3,3,q_r3_r13 | q_r13_r8 | q_r8_r5 | q_r5_r4,1.2277,4500,4500,0,0.00
2,4,0,q_r3_r13 | q_r13_r5,1779.2742,113763000,113761500,1500,0.00
2,4,1,q_r3_r7 | q_r7_r5,1779.2742,145357500,145356000,1500,0.00
2,4,2,q_r3_r1 | q_r1_r5,1779.2742,184888500,184887000,1500,0.00
2,4,3,q_r3_r13 | q_r13_r8 | q_r8_r5,1779.2742,811500,811500,0,0.00
2,5,0,q_r3_r13 | q_r13_r6,4955.6211,464169000,464161500,7500,0.00
2,5,1,q_r3_r7 | q_r7_r6,4955.6211,531963000,531952500,10500,0.00
2,5,2,q_r3_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,4955.6211,138775500,138772500,3000,0.00
2,5,3,q_r3_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,4955.6211,104002500,103999500,3000,0.00
2,6,0,q_r3_r7,2618.3429,342946500,342945000,1500,0.00
2,6,1,q_r3_r13 | q_r13_r6 | q_r6_r7,2618.3429,41394000,41392500,1500,0.00
2,6,2,q_r3_r1 | q_r1_r5 | q_r5_r7,2618.3429,79588500,79585500,3000,0.00
2,6,3,q_r3_r13 | q_r13_r5 | q_r5_r7,2618.3429,190660500,190657500,3000,0.00
2,7,0,q_r3_r13 | q_r13_r8,0.3869,82500,82500,0,0.00
2,7,2,q_r3_r13 | q_r13_r5 | q_r5_r8,0.3869,9000,9000,0,0.00
2,7,3,q_r3_r1 | q_r1_r5 | q_r5_r8,0.3869,6000,6000,0,0.00
2,8,0,q_r3_r1 | q_r1_r20 | q_r20_r9,0.1857,40500,40500,0,0.00
2,8,2,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.1857,3000,3000,0,0.00
2,8,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.1857,4500,3000,1500,33.33
2,9,0,q_r3_r1 | q_r1_r10,34.3760,8487000,8487000,0,0.00
2,9,1,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,34.3760,28500,27000,1500,5.26
2,9,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,34.3760,79500,79500,0,0.00
2,10,0,q_r3_r13 | q_r13_r5 | q_r5_r11,2.9759,52500,51000,1500,2.86
2,10,1,q_r3_r7 | q_r7_r22 | q_r22_r11,2.9759,133500,133500,0,0.00
2,10,2,q_r3_r1 | q_r1_r5 | q_r5_r11,2.9759,213000,213000,0,0.00
2,10,3,q_r3_r7 | q_r7_r5 | q_r5_r11,2.9759,349500,349500,0,0.00
2,11,0,q_r3_r13 | q_r13_r12,2.6419,46500,4500,42000,90.32
2,11,1,q_r3_r7 | q_r7_r22 | q_r22_r15 | q_r15_r12,2.6419,112500,22500,90000,80.00
2,11,2,q_r3_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,2.6419,156000,49500,106500,68.27
2,11,3,q_r3_r1 | q_r1_r5 | q_r5_r13 | q_r13_r12,2.6419,348000,61500,286500,82.33
2,12,0,q_r3_r13,0.6804,169500,168000,1500,0.88
2,13,0,q_r3_r7 | q_r7_r14,0.7384,60000,58500,1500,2.50
2,13,1,q_r3_r7 | q_r7_r2 | q_r2_r14,0.7384,40500,40500,0,0.00
2,13,2,q_r3_r13 | q_r13_r6 | q_r6_r7 | q_r7_r14,0.7384,31500,30000,1500,4.76
2,13,3,q_r3_r13 | q_r13_r5 | q_r5_r7 | q_r7_r14,0.7384,55500,54000,1500,2.70
2,14,0,q_r3_r13 | q_r13_r12 | q_r12_r15,156.8139,7216500,969000,6247500,86.57
2,14,1,q_r3_r7 | q_r7_r22 | q_r22_r15,156.8139,139500,139500,0,0.00
2,14,2,q_r3_r13 | q_r13_r5 | q_r5_r15,156.8139,20236500,20235000,1500,0.01
2,14,3,q_r3_r1 | q_r1_r5 | q_r5_r15,156.8139,11613000,11613000,0,0.00
2,15,0,q_r3_r1 | q_r1_r16,3.1167,244500,244500,0,0.00
2,15,1,q_r3_r7 | q_r7_r22 | q_r22_r16,3.1167,147000,145500,1500,1.02
2,15,2,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,3.1167,169500,168000,1500,0.88
2,15,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r16,3.1167,220500,219000,1500,0.68
2,17,0,q_r3_r13 | q_r13_r6 | q_r6_r18,80.3451,11760000,11757000,3000,0.03
2,17,1,q_r3_r7 | q_r7_r22 | q_r22_r18,80.3451,4836000,4834500,1500,0.03
2,17,2,q_r3_r7 | q_r7_r6 | q_r6_r18,80.3451,3493500,3492000,1500,0.04
2,18,0,q_r3_r13 | q_r13_r5 | q_r5_r19,2625.8541,103135500,103132500,3000,0.00
2,18,1,q_r3_r7 | q_r7_r22 | q_r22_r19,2625.8541,132922500,132918000,4500,0.00
2,18,2,q_r3_r1 | q_r1_r5 | q_r5_r19,2625.8541,209635500,209626500,9000,0.00
2,18,3,q_r3_r7 | q_r7_r5 | q_r5_r19,2625.8541,210774000,210768000,6000,0.00
2,19,0,q_r3_r1 | q_r1_r20,3.0246,105000,105000,0,0.00
2,19,1,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,3.0246,109500,108000,1500,1.37
2,19,2,q_r3_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,3.0246,436500,436500,0,0.00
2,19,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,3.0246,108000,106500,1500,1.39
2,20,0,q_r3_r1 | q_r1_r10 | q_r10_r21,1.1167,141000,139500,1500,1.06
2,20,1,q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,1.1167,24000,22500,1500,6.25
2,20,2,q_r3_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,1.1167,27000,25500,1500,5.56
2,20,3,q_r3_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,1.1167,88500,87000,1500,1.69
2,21,0,q_r3_r7 | q_r7_r22,13.9311,3406500,3405000,1500,0.04
2,21,3,q_r3_r13 | q_r13_r12 | q_r12_r15 | q_r15_r22,13.9311,78000,12000,66000,84.62
3,0,0,q_r4_r5 | q_r5_r1,49.6382,11763000,11763000,0,0.00
3,0,2,q_r4_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1,49.6382,6000,4500,1500,25.00
3,0,3,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,49.6382,640500,640500,0,0.00
3,1,0,q_r4_r5 | q_r5_r7 | q_r7_r2,0.0504,6000,6000,0,0.00
3,1,1,q_r4_r5 | q_r5_r15 | q_r15_r2,0.0504,7500,7500,0,0.00
3,2,0,q_r4_r5 | q_r5_r13 | q_r13_r3,0.6522,6000,6000,0,0.00
3,2,1,q_r4_r5 | q_r5_r7 | q_r7_r3,0.6522,33000,33000,0,0.00
3,2,2,q_r4_r5 | q_r5_r1 | q_r1_r3,0.6522,126000,126000,0,0.00
3,4,0,q_r4_r5,15.6764,3919500,3919500,0,0.00
3,5,0,q_r4_r5 | q_r5_r13 | q_r13_r6,0.5136,94500,94500,0,0.00
3,5,1,q_r4_r5 | q_r5_r7 | q_r7_r6,0.5136,24000,24000,0,0.00
3,5,3,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r6,0.5136,12000,12000,0,0.00
3,6,0,q_r4_r5 | q_r5_r7,1.3908,318000,318000,0,0.00
3,6,1,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7,1.3908,30000,30000,0,0.00
3,8,1,q_r4_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.0459,9000,9000,0,0.00
3,8,2,q_r4_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.0459,3000,3000,0,0.00
3,9,0,q_r4_r21 | q_r21_r10,9.1258,1002000,1002000,0,0.00
3,9,1,q_r4_r5 | q_r5_r1 | q_r1_r10,9.1258,1180500,1180500,0,0.00
3,9,2,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,9.1258,100500,100500,0,0.00
3,12,0,q_r4_r5 | q_r5_r13,1.5182,378000,378000,0,0.00
3,13,0,q_r4_r5 | q_r5_r7 | q_r7_r14,0.3137,42000,40500,1500,3.57
3,13,1,q_r4_r5 | q_r5_r15 | q_r15_r2 | q_r2_r14,0.3137,22500,21000,1500,6.67
3,13,2,q_r4_r5 | q_r5_r7 | q_r7_r2 | q_r2_r14,0.3137,13500,12000,1500,11.11
3,13,3,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r14,0.3137,4500,4500,0,0.00
3,14,0,q_r4_r5 | q_r5_r15,31.6818,7854000,7852500,1500,0.02
3,14,1,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r15,31.6818,57000,57000,0,0.00
3,14,2,q_r4_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,31.6818,4500,0,4500,100.00
3,14,3,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r15,31.6818,9000,9000,0,0.00
3,15,0,q_r4_r5 | q_r5_r1 | q_r1_r16,1.0624,45000,43500,1500,3.33
3,15,1,q_r4_r21 | q_r21_r10 | q_r10_r1 | q_r1_r16,1.0624,15000,15000,0,0.00
3,15,2,q_r4_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,1.0624,208500,207000,1500,0.72
3,18,0,q_r4_r17 | q_r17_r19,8.0569,295500,295500,0,0.00
3,18,1,q_r4_r5 | q_r5_r19,8.0569,1644000,1642500,1500,0.09
3,18,2,q_r4_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,8.0569,76500,75000,1500,1.96
3,19,0,q_r4_r5 | q_r5_r1 | q_r1_r20,7.4617,1252500,1251000,1500,0.12
3,19,1,q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,7.4617,34500,34500,0,0.00
3,19,2,q_r4_r21 | q_r21_r10 | q_r10_r1 | q_r1_r20,7.4617,166500,165000,1500,0.90
3,19,3,q_r4_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,7.4617,414000,412500,1500,0.36
3,21,0,q_r4_r17 | q_r17_r19 | q_r19_r22,0.3101,31500,31500,0,0.00
3,21,1,q_r4_r5 | q_r5_r19 | q_r19_r22,0.3101,4500,3000,1500,33.33
3,21,3,q_r4_r5 | q_r5_r15 | q_r15_r22,0.3101,43500,42000,1500,3.45
4,0,0,q_r5_r1,529.8811,132456000,132456000,0,0.00
4,0,1,q_r5_r13 | q_r13_r3 | q_r3_r1,529.8811,7500,6000,1500,20.00
4,0,2,q_r5_r7 | q_r7_r3 | q_r3_r1,529.8811,9000,7500,1500,16.67
4,1,0,q_r5_r7 | q_r7_r2,58.2725,6387000,6387000,0,0.00
4,1,1,q_r5_r15 | q_r15_r2,58.2725,8182500,8182500,0,0.00
4,2,0,q_r5_r13 | q_r13_r3,97.7687,600000,600000,0,0.00
4,2,1,q_r5_r7 | q_r7_r3,97.7687,4552500,4552500,0,0.00
4,2,2,q_r5_r1 | q_r1_r3,97.7687,19293000,19293000,0,0.00
4,3,0,q_r5_r4,234.6840,58671000,58671000,0,0.00
4,5,0,q_r5_r13 | q_r13_r6,152.6529,30985500,30984000,1500,0.00
4,5,1,q_r5_r7 | q_r7_r6,152.6529,7168500,7168500,0,0.00
4,5,3,q_r5_r13 | q_r13_r3 | q_r3_r7 | q_r7_r6,152.6529,12000,12000,0,0.00
4,6,0,q_r5_r7,128.3811,31377000,31377000,0,0.00
4,6,3,q_r5_r13 | q_r13_r3 | q_r3_r7,128.3811,717000,717000,0,0.00
4,7,0,q_r5_r8,118.7981,19885500,19885500,0,0.00
4,7,1,q_r5_r13 | q_r13_r8,118.7981,9814500,9814500,0,0.00
4,8,0,q_r5_r1 | q_r1_r20 | q_r20_r9,3.5589,555000,555000,0,0.00
4,8,1,q_r5_r1 | q_r1_r10 | q_r10_r9,3.5589,181500,181500,0,0.00
4,8,2,q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,3.5589,132000,132000,0,0.00
4,8,3,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,3.5589,24000,22500,1500,6.25
4,9,0,q_r5_r1 | q_r1_r10,65.7160,10126500,10126500,0,0.00
4,9,1,q_r5_r4 | q_r4_r21 | q_r21_r10,65.7160,6301500,6301500,0,0.00
4,9,3,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,65.7160,3000,3000,0,0.00
4,10,0,q_r5_r11,5.3099,1254000,1254000,0,0.00
4,10,1,q_r5_r19 | q_r19_r22 | q_r22_r11,5.3099,70500,70500,0,0.00
4,10,2,q_r5_r7 | q_r7_r22 | q_r22_r11,5.3099,4500,4500,0,0.00
4,11,0,q_r5_r13 | q_r13_r12,281.3824,34062000,5940000,28122000,82.56
4,11,1,q_r5_r15 | q_r15_r12,281.3824,34870500,12115500,22755000,65.26
4,11,2,q_r5_r8 | q_r8_r13 | q_r13_r12,281.3824,496500,91500,405000,81.57
4,11,3,q_r5_r19 | q_r19_r22 | q_r22_r15 | q_r15_r12,281.3824,921000,264000,657000,71.34
4,12,0,q_r5_r13,35.7896,8947500,8947500,0,0.00
4,13,0,q_r5_r7 | q_r7_r14,0.7764,124500,124500,0,0.00
4,13,1,q_r5_r15 | q_r15_r2 | q_r2_r14,0.7764,46500,46500,0,0.00
4,13,2,q_r5_r7 | q_r7_r2 | q_r2_r14,0.7764,25500,25500,0,0.00
4,14,0,q_r5_r15,74.6353,18609000,18607500,1500,0.01
4,14,3,q_r5_r7 | q_r7_r22 | q_r22_r15,74.6353,51000,51000,0,0.00
4,15,0,q_r5_r1 | q_r1_r16,57.4447,2184000,2184000,0,0.00
4,15,1,q_r5_r19 | q_r19_r22 | q_r22_r16,57.4447,9463500,9462000,1500,0.02
4,15,2,q_r5_r7 | q_r7_r22 | q_r22_r16,57.4447,501000,501000,0,0.00
4,15,3,q_r5_r15 | q_r15_r22 | q_r22_r16,57.4447,2217000,2217000,0,0.00
4,16,0,q_r5_r19 | q_r19_r17,1.6606,283500,283500,0,0.00
4,16,1,q_r5_r4 | q_r4_r17,1.6606,99000,99000,0,0.00
4,16,2,q_r5_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,1.6606,34500,34500,0,0.00
4,17,0,q_r5_r13 | q_r13_r6 | q_r6_r18,16.5637,1404000,1404000,0,0.00
4,17,1,q_r5_r19 | q_r19_r22 | q_r22_r18,16.5637,111000,111000,0,0.00
4,17,2,q_r5_r7 | q_r7_r22 | q_r22_r18,16.5637,2616000,2616000,0,0.00
4,17,3,q_r5_r15 | q_r15_r22 | q_r22_r18,16.5637,13500,13500,0,0.00
4,18,0,q_r5_r19,651.4130,137101500,137101500,0,0.00
4,18,1,q_r5_r7 | q_r7_r22 | q_r22_r19,651.4130,5016000,5016000,0,0.00
4,18,2,q_r5_r15 | q_r15_r22 | q_r22_r19,651.4130,20601000,20599500,1500,0.01
4,18,3,q_r5_r4 | q_r4_r17 | q_r17_r19,651.4130,138000,138000,0,0.00
4,19,0,q_r5_r1 | q_r1_r20,733.4789,86194500,86194500,0,0.00
4,19,1,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,733.4789,8875500,8875500,0,0.00
4,19,2,q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,733.4789,84795000,84792000,3000,0.00
4,19,3,q_r5_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,733.4789,3507000,3507000,0,0.00
4,20,0,q_r5_r4 | q_r4_r21,56.3203,13759500,13759500,0,0.00
4,20,1,q_r5_r1 | q_r1_r10 | q_r10_r21,56.3203,313500,313500,0,0.00
4,20,2,q_r5_r19 | q_r19_r17 | q_r17_r4 | q_r4_r21,56.3203,9000,9000,0,0.00
4,21,0,q_r5_r19 | q_r19_r22,142.6509,13833000,13833000,0,0.00
4,21,1,q_r5_r7 | q_r7_r22,142.6509,751500,750000,1500,0.20
4,21,2,q_r5_r15 | q_r15_r22,142.6509,20178000,20176500,1500,0.01
4,21,3,q_r5_r11 | q_r11_r22,142.6509,903000,903000,0,0.00
5,0,0,q_r6_r13 | q_r13_r5 | q_r5_r1,25.8994,402000,400500,1500,0.37
5,0,1,q_r6_r7 | q_r7_r3 | q_r3_r1,25.8994,532500,532500,0,0.00
5,0,2,q_r6_r13 | q_r13_r3 | q_r3_r1,25.8994,4128000,4126500,1500,0.04
5,0,3,q_r6_r7 | q_r7_r5 | q_r5_r1,25.8994,1416000,1416000,0,0.00
5,1,0,q_r6_r7 | q_r7_r2,0.8597,196500,196500,0,0.00
5,1,3,q_r6_r7 | q_r7_r22 | q_r22_r15 | q_r15_r2,0.8597,19500,19500,0,0.00
5,2,0,q_r6_r13 | q_r13_r3,81.4805,4447500,4447500,0,0.00
5,2,1,q_r6_r7 | q_r7_r3,81.4805,15924000,15924000,0,0.00
5,3,0,q_r6_r13 | q_r13_r5 | q_r5_r4,1.2023,235500,235500,0,0.00
5,3,1,q_r6_r7 | q_r7_r5 | q_r5_r4,1.2023,64500,63000,1500,2.33
5,3,3,q_r6_r13 | q_r13_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,1.2023,3000,3000,0,0.00
5,4,0,q_r6_r13 | q_r13_r5,152.1534,30178500,30178500,0,0.00
5,4,1,q_r6_r7 | q_r7_r5,152.1534,7756500,7756500,0,0.00
5,4,3,q_r6_r18 | q_r18_r22 | q_r22_r19 | q_r19_r5,152.1534,105000,105000,0,0.00
5,6,0,q_r6_r7,31.5831,7896000,7896000,0,0.00
5,7,0,q_r6_r13 | q_r13_r8,8.1857,2044500,2044500,0,0.00
5,8,0,q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.0709,6000,6000,0,0.00
