flow_id,src,dst,path_idx,path_hops,rate_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
178,3,18,0,q_r4_r17 | q_r17_r19,1.2717,318000,318000,0,0.00
179,3,18,1,q_r4_r5 | q_r5_r19,7.1065,1777500,1776000,1500,0.08
180,3,18,2,q_r4_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,0.3266,82500,81000,1500,1.82
181,3,19,0,q_r4_r5 | q_r5_r1 | q_r1_r20,4.0096,1003500,1002000,1500,0.15
182,3,19,1,q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,0.1066,27000,27000,0,0.00
183,3,19,2,q_r4_r21 | q_r21_r10 | q_r10_r1 | q_r1_r20,0.5329,133500,132000,1500,1.12
184,3,19,3,q_r4_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,1.3243,331500,330000,1500,0.45
185,3,21,0,q_r4_r17 | q_r17_r19 | q_r19_r22,0.1376,34500,34500,0,0.00
186,3,21,1,q_r4_r5 | q_r5_r19 | q_r19_r22,0.0144,4500,3000,1500,33.33
187,3,21,3,q_r4_r5 | q_r5_r15 | q_r15_r22,0.1895,48000,46500,1500,3.12
188,4,0,0,q_r5_r1,290.3957,72600000,72600000,0,0.00
189,4,0,1,q_r5_r13 | q_r13_r3 | q_r3_r1,0.0133,4500,4500,0,0.00
190,4,0,2,q_r5_r7 | q_r7_r3 | q_r3_r1,0.0187,6000,6000,0,0.00
191,4,1,0,q_r5_r7 | q_r7_r2,12.8374,3210000,3210000,0,0.00
192,4,1,1,q_r5_r15 | q_r15_r2,16.4440,4111500,4111500,0,0.00
193,4,2,0,q_r5_r13 | q_r13_r3,1.5187,381000,381000,0,0.00
194,4,2,1,q_r5_r7 | q_r7_r3,11.5445,2887500,2887500,0,0.00
195,4,2,2,q_r5_r1 | q_r1_r3,48.9330,12234000,12234000,0,0.00
196,4,3,0,q_r5_r4,209.5031,52377000,52375500,1500,0.00
197,4,5,0,q_r5_r13 | q_r13_r6,149.3743,37344000,37344000,0,0.00
198,4,5,1,q_r5_r7 | q_r7_r6,34.5548,8640000,8640000,0,0.00
199,4,5,3,q_r5_r13 | q_r13_r3 | q_r3_r7 | q_r7_r6,0.0545,15000,15000,0,0.00
200,4,6,0,q_r5_r7,96.9115,24228000,24228000,0,0.00
201,4,6,3,q_r5_r13 | q_r13_r3 | q_r3_r7,2.2138,553500,553500,0,0.00
202,4,7,0,q_r5_r8,72.8662,18217500,18217500,0,0.00
203,4,7,1,q_r5_r13 | q_r13_r8,35.9604,8991000,8991000,0,0.00
204,4,8,0,q_r5_r1 | q_r1_r20 | q_r20_r9,1.4007,351000,351000,0,0.00
205,4,8,1,q_r5_r1 | q_r1_r10 | q_r10_r9,0.4548,114000,114000,0,0.00
206,4,8,2,q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,0.3329,84000,84000,0,0.00
207,4,8,3,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.0588,15000,15000,0,0.00
208,4,9,0,q_r5_r1 | q_r1_r10,38.5616,9640500,9640500,0,0.00
209,4,9,1,q_r5_r4 | q_r4_r21 | q_r21_r10,23.9925,5998500,5998500,0,0.00
210,4,9,3,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,0.0106,3000,1500,1500,50.00
211,4,10,0,q_r5_r11,2.9262,732000,732000,0,0.00
212,4,10,1,q_r5_r19 | q_r19_r22 | q_r22_r11,0.1639,42000,42000,0,0.00
213,4,11,0,q_r5_r13 | q_r13_r12,135.9710,33993000,6519000,27474000,80.82
214,4,11,1,q_r5_r15 | q_r15_r12,139.1975,34800000,14070000,20730000,59.57
215,4,11,2,q_r5_r8 | q_r8_r13 | q_r13_r12,1.9769,495000,82500,412500,83.33
216,4,11,3,q_r5_r19 | q_r19_r22 | q_r22_r15 | q_r15_r12,3.6722,919500,279000,640500,69.66
217,4,12,0,q_r5_r13,49.0460,12262500,12262500,0,0.00
218,4,13,0,q_r5_r7 | q_r7_r14,0.5559,139500,139500,0,0.00
219,4,13,1,q_r5_r15 | q_r15_r2 | q_r2_r14,0.2066,52500,52500,0,0.00
220,4,13,2,q_r5_r7 | q_r7_r2 | q_r2_r14,0.1145,30000,30000,0,0.00
221,4,14,0,q_r5_r15,369.2385,92310000,92310000,0,0.00
222,4,14,1,q_r5_r13 | q_r13_r12 | q_r12_r15,0.0322,9000,3000,6000,66.67
223,4,14,3,q_r5_r7 | q_r7_r22 | q_r22_r15,0.9862,247500,247500,0,0.00
224,4,15,0,q_r5_r1 | q_r1_r16,7.5255,1882500,1882500,0,0.00
225,4,15,1,q_r5_r19 | q_r19_r22 | q_r22_r16,32.6097,8152500,8152500,0,0.00
226,4,15,2,q_r5_r7 | q_r7_r22 | q_r22_r16,1.7220,432000,430500,1500,0.35
227,4,15,3,q_r5_r15 | q_r15_r22 | q_r22_r16,7.6365,1909500,1909500,0,0.00
228,4,16,0,q_r5_r19 | q_r19_r17,0.5848,147000,147000,0,0.00
229,4,16,1,q_r5_r4 | q_r4_r17,0.2028,51000,51000,0,0.00
230,4,16,2,q_r5_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,0.0700,18000,18000,0,0.00
231,4,17,0,q_r5_r13 | q_r13_r6 | q_r6_r18,6.3023,1576500,1576500,0,0.00
232,4,17,1,q_r5_r19 | q_r19_r22 | q_r22_r18,0.4928,124500,124500,0,0.00
233,4,17,2,q_r5_r7 | q_r7_r22 | q_r22_r18,11.7392,2935500,2935500,0,0.00
234,4,17,3,q_r5_r15 | q_r15_r22 | q_r22_r18,0.0573,15000,15000,0,0.00
235,4,18,0,q_r5_r19,491.8002,122950500,122950500,0,0.00
236,4,18,1,q_r5_r7 | q_r7_r22 | q_r22_r19,17.9892,4498500,4498500,0,0.00
237,4,18,2,q_r5_r15 | q_r15_r22 | q_r22_r19,73.8944,18474000,18474000,0,0.00
238,4,18,3,q_r5_r4 | q_r4_r17 | q_r17_r19,0.4931,124500,124500,0,0.00
239,4,19,0,q_r5_r1 | q_r1_r20,274.9576,68740500,68737500,3000,0.00
240,4,19,1,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,28.3119,7078500,7078500,0,0.00
241,4,19,2,q_r5_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,270.4894,67623000,67620000,3000,0.00
242,4,19,3,q_r5_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,11.1856,2797500,2796000,1500,0.05
243,4,20,0,q_r5_r4 | q_r4_r21,15.1783,3795000,3795000,0,0.00
244,4,20,1,q_r5_r1 | q_r1_r10 | q_r10_r21,0.3454,87000,87000,0,0.00
245,4,21,0,q_r5_r19 | q_r19_r22,53.4603,13366500,13365000,1500,0.01
246,4,21,1,q_r5_r7 | q_r7_r22,2.9041,727500,726000,1500,0.21
247,4,21,2,q_r5_r15 | q_r15_r22,77.9816,19495500,19495500,0,0.00
248,4,21,3,q_r5_r11 | q_r11_r22,3.4880,873000,873000,0,0.00
249,5,0,0,q_r6_r13 | q_r13_r5 | q_r5_r1,1.8811,471000,469500,1500,0.32
250,5,0,1,q_r6_r7 | q_r7_r3 | q_r3_r1,2.5002,625500,625500,0,0.00
251,5,0,2,q_r6_r13 | q_r13_r3 | q_r3_r1,19.3828,4846500,4846500,0,0.00
252,5,0,3,q_r6_r7 | q_r7_r5 | q_r5_r1,6.6466,1662000,1660500,1500,0.09
253,5,1,0,q_r6_r7 | q_r7_r2,0.5866,147000,147000,0,0.00
254,5,1,3,q_r6_r7 | q_r7_r22 | q_r22_r15 | q_r15_r2,0.0582,15000,15000,0,0.00
255,5,2,0,q_r6_r13 | q_r13_r3,11.7695,2943000,2943000,0,0.00
256,5,2,1,q_r6_r7 | q_r7_r3,42.1447,10537500,10537500,0,0.00
257,5,3,0,q_r6_r13 | q_r13_r5 | q_r5_r4,1.2101,303000,303000,0,0.00
258,5,3,1,q_r6_r7 | q_r7_r5 | q_r5_r4,0.3245,82500,82500,0,0.00
259,5,3,3,q_r6_r13 | q_r13_r5 | q_r5_r19 | q_r19_r17 | q_r17_r4,0.0134,4500,4500,0,0.00
260,5,4,0,q_r6_r13 | q_r13_r5,106.4205,26605500,26605500,0,0.00
261,5,4,1,q_r6_r7 | q_r7_r5,27.3497,6838500,6838500,0,0.00
262,5,4,3,q_r6_r18 | q_r18_r22 | q_r22_r19 | q_r19_r5,0.3692,93000,93000,0,0.00
263,5,6,0,q_r6_r7,13.6667,3417000,3417000,0,0.00
264,5,7,0,q_r6_r13 | q_r13_r8,8.2637,2067000,2067000,0,0.00
265,5,8,0,q_r6_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.1429,36000,36000,0,0.00
266,5,8,1,q_r6_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,0.1472,37500,37500,0,0.00
